lng,lat,maydoni,xonalar_soni,kv_qavat,qavatlar_soni,tuman,manzil,narxi
69.2884405,41.2986478,90.0,4,2,4,Mirobod,"город Ташкент, Mirobod район, НУКУССКАЯ (бутик ""ГЛАМУР"" )",105000
69.2922234,41.3104865,100.0,4,9,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, ц-1 Буюк ипак йули (Ц-1) ",110000
69.1804708,41.2978921,58.0,2,2,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",32000
69.363559,41.354643,70.0,3,2,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Mirzo Ulugbek район массив Феруза-2",41500
69.2769129,41.2910722,95.0,4,1,9,Mirobod,"город Ташкент, Mirobod район, Нукус",118000
69.294961,41.2679301,27.0,1,3,3,Mirobod,"город Ташкент, Mirobod район, Абдурауфа Фитрата",18600
69.3160808,41.2960584,320.0,4,4,4,Yashnobod,"город Ташкент, Yashnobod район, Элбека",255000
69.2937133,41.2758912,47.0,2,4,4,Mirobod,"город Ташкент, Mirobod район, Мингурик",43000
69.3160808,41.2960584,320.0,4,4,4,Yashnobod,"город Ташкент, Yashnobod район, Эльбека",255000
69.3473509,41.3292204,78.0,3,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, 1-й проезд Олмачи",66000
69.1968618,41.2901628,60.0,2,3,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-9",39500
69.1849411,41.2710841,60.0,2,3,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-19",35000
69.1804708,41.259418,58.0,2,2,5,Chilonzor,"город Ташкент, Chilonzor район",35500
69.2117625,41.2857552,50.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-6",34500
69.1968618,41.2901628,60.0,2,3,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-9",38000
69.200587,41.274633,36.0,1,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-16",27500
69.1804708,41.259418,45.0,1,2,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар",29500
69.2058023,41.2798237,36.0,1,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-Ц",25500
69.2058023,41.2798237,36.0,1,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-Ц",25500
69.1804708,41.259418,30.0,1,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар",23500
69.279218,41.3029081,62.0,2,3,9,Mirobod,"город Ташкент, Mirobod район, Шахрисабз",53000
69.2624237,41.218274,74.0,2,2,9,Sergeli,"город Ташкент, Sergeli район, Строитель",34000
69.279218,41.3029081,65.0,2,9,9,Mirobod,"город Ташкент, Mirobod район, Шахрисабз",48500
69.2638823,41.3051824,65.0,2,9,9,Mirobod,"город Ташкент, Mirobod район, Афросиаб (пр-т Косманавтов) ",47000
69.3419071,41.2922516,50.0,3,3,4,Yashnobod,"город Ташкент, Yashnobod район, Городок Авиастроителей 1-й квартал",38700
69.2512486,41.2697288,44.0,1,2,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Башлык",27000
69.3419071,41.2922516,41.0,1,1,9,Yashnobod,"город Ташкент, Yashnobod район, Городок Авиастроителей 1-й квартал",23000
69.2512486,41.2697288,116.0,5,3,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Башлык",88000
69.3473509,41.3292204,41.0,2,3,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, М. Улугбек",36500
69.2922234,41.3104865,43.0,1,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",62000
69.2101886,41.2710539,47.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Малая кольцевая дорога",26000
69.2696327,41.3105263,80.0,2,9,9,Mirobod,"город Ташкент, Mirobod район, Буюк Турон",66500
69.2475235,41.3333453,57.0,2,5,5,Olmzor,"город Ташкент, Olmzor район, Себзар",35000
69.2101886,41.2710539,50.0,2,1,4,Chilonzor,"город Ташкент, Chilonzor район, Малая кольцевая дорога",34500
69.3415733,41.2785565,89.8,3,1,8,Yashnobod,"город Ташкент, Yashnobod район, Улица иззат 58",31500
69.3415733,41.2785565,58.6,1,4,8,Yashnobod,"город Ташкент, Yashnobod район, Улица иззат 58",20500
69.1804708,41.2978921,65.0,2,7,9,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",36500
69.293694,41.369675,70.0,2,4,9,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 1-й квартал",60000
69.1849411,41.2710841,33.0,1,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",25000
69.3473509,41.3292204,92.0,4,3,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",61000
69.3473509,41.3292204,95.0,4,3,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",61000
69.2601886,41.3267124,65.0,2,3,4,Shayhontohur,"город Ташкент, Shayhontohur район, Лабзак",56500
69.2281531,41.210633,54.0,2,9,10,Sergeli,"город Ташкент, Sergeli район, Сергели-V",28423
69.303611,41.322142,53.0,2,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Аккурган",37000
69.2512486,41.2697288,112.0,5,8,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Башлык",60000
69.223683,41.2807837,57.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",46000
69.2743143,41.2846588,103.0,4,6,9,Mirobod,"город Ташкент, Mirobod район, 7-й проезд Мироншаха",70000
69.2832772,41.3168156,80.0,3,1,4,Yunusobod,"город Ташкент, Yunusobod район, 1-й проезд Амира Темура",100000
69.2628549,41.2709232,84.0,4,5,12,Yakkasaroy,"город Ташкент, Yakkasaroy район, 9-й проезд Абдуллы Каххара",70000
69.331719,41.239092,100.0,4,3,9,Yashnobod,"город Ташкент, Yashnobod район, Катта Куйлик",60000
69.2922234,41.3104865,123.0,4,1,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",300000
69.2638823,41.3051824,55.0,1,9,9,Mirobod,"город Ташкент, Mirobod район, Афросиаб (пр-т Косманавтов) ",57000
69.2704038,41.3041021,55.0,1,9,9,Mirobod,"город Ташкент, Mirobod район, Якуба Коласа",65000
69.3014547,41.3194846,74.0,3,7,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Тамары Ханум",61000
69.293391,41.314662,78.0,3,3,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",72000
69.2552666,41.2818558,43.0,1,5,16,Yakkasaroy,"город Ташкент, Yakkasaroy район, Бобур",36500
69.2586109,41.3011374,28.0,1,4,4,Yakkasaroy,"город Ташкент, Yakkasaroy район, Ракатбоши",29000
69.363559,41.354643,70.0,3,4,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Массив феруза",46000
69.1760005,41.2814223,37.0,1,2,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",24500
69.1789807,41.2867929,42.0,1,1,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",26500
69.2540609,41.3199434,84.0,4,2,4,Shayhontohur,"город Ташкент, Shayhontohur район, Алишера Навои",95000
69.182706,41.2953086,37.0,1,2,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",28000
69.2817965,41.3616967,72.0,3,7,9,Yunusobod,"город Ташкент, Yunusobod район, Ахмад Даниш",46000
69.3473509,41.3292204,33.0,1,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Мирзо Улугбек пасолка",19000
69.3230626,41.3215876,42.0,2,2,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",33500
69.3585936,41.3550649,100.0,5,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Феруза-1",48000
69.330557,41.351741,35.0,1,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Олий Химмат",24500
69.3447348,41.3445193,46.0,2,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 1-й квартал",28000
69.3875774,41.3427418,60.0,2,3,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Хумаюн",30500
69.3230626,41.3215876,62.0,3,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",35000
69.2892434,41.3700057,60.0,2,2,9,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 11-й квартал",45000
69.1978864,41.2414368,52.0,2,3,7,Yangihayot,"город Ташкент, Yangihayot район, Янги-Чаштепа",41000
69.2785087,41.2991561,70.0,3,2,4,Mirobod,"город Ташкент, Mirobod район, Тараса Шевченко",75000
69.2785087,41.2991561,60.0,2,4,4,Mirobod,"город Ташкент, Mirobod район, Тараса Шевченко",60000
69.2254764,41.2638329,52.0,3,3,5,Yakkasaroy,"город Ташкент, Yakkasaroy район, Конституция",65000
69.1986902,41.3693776,42.0,1,5,5,Olmzor,"город Ташкент, Olmzor район, Бешкурган 3-й квартал",26500
69.2254764,41.2638329,42.0,2,3,5,Yakkasaroy,"город Ташкент, Yakkasaroy район, Конституция",52000
69.223683,41.2855934,15.0,1,3,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 3-й квартал",12000
69.2773236,41.3653679,103.0,3,3,6,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 4-й квартал",90000
69.1804708,41.259418,42.0,1,3,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар квартал Е",31500
69.1804708,41.2978921,58.0,2,2,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",32000
69.3585936,41.3550649,55.0,2,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Феруза-2",36000
69.275364,41.295316,107.0,4,8,9,Mirobod,"город Ташкент, Mirobod район, Госпитальный",105000
69.2773236,41.3197131,95.0,4,4,4,Yunusobod,"город Ташкент, Yunusobod район, ц-4 Кашгар (Ц-4) ",59900
69.2290098,41.2885649,35.0,1,3,4,Chilonzor,"город Ташкент, Chilonzor район, Мукими",27000
69.2177163,41.2788539,28.0,1,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чапаната",24000
69.3473509,41.3292204,55.0,2,4,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, 1-й проезд Бузбазар",34500
69.3607584,41.3422244,18.0,1,6,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Улица Буюк ипак йули",10500
69.363559,41.354643,55.0,2,2,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Mirzo Ulugbek район массив Феруза-2",32500
69.363559,41.354643,55.0,2,1,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Mirzo Ulugbek район массив Феруза-2",36000
69.2803036,41.3298867,75.0,3,4,9,Yunusobod,"город Ташкент, Yunusobod район, ц-6 Минор (Ц-6) ",77000
69.1789807,41.2771751,41.0,1,3,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 26-й квартал",26000
69.1804708,41.2978921,72.0,3,3,9,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",45500
69.3014547,41.3194846,110.0,3,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Тамары Ханум",110000
69.275364,41.295316,115.0,5,5,9,Mirobod,"город Ташкент, Mirobod район, Госпитальный",83000
69.275364,41.295316,110.0,4,5,9,Mirobod,"город Ташкент, Mirobod район, Госпитальный",85000
69.3389519,41.3392308,86.0,4,2,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Муминова",80000
69.2278644,41.2062435,44.0,2,1,7,Sergeli,"город Ташкент, Sergeli район, 1-й проезд Сергели",34000
69.2937133,41.2758912,40.0,2,1,1,Mirobod,"город Ташкент, Mirobod район, Тонг Юлдузи",26000
69.3437258,41.2535107,94.0,4,4,4,Yashnobod,"город Ташкент, Yashnobod район, Оханграбо",37000
69.2937133,41.2758912,40.0,2,1,1,Mirobod,"город Ташкент, Mirobod район, Тонг Юлдузи",26000
69.3437258,41.2535107,94.0,4,4,4,Yashnobod,"город Ташкент, Yashnobod район, Оханграбо",37000
69.304888,41.2509119,40.0,1,1,4,Mirobod,"город Ташкент, Mirobod район, Куйлюк-2",22500
69.2251673,41.2202309,82.0,3,7,10,Sergeli,"город Ташкент, Sergeli район, Сергели-VIIIА",43160
69.3284448,41.2498176,50.0,2,4,4,Yashnobod,"город Ташкент, Yashnobod район, 1-й проезд Мумтоз",24000
69.2117625,41.2304214,56.0,2,1,7,Sergeli,"город Ташкент, Sergeli район, Сергели-6",38000
69.2419628,41.3424629,80.0,3,6,7,Olmzor,"город Ташкент, Olmzor район, 1-й проезд Карасарай",58000
69.2701272,41.3112269,58.0,2,4,9,Chilonzor,"город Ташкент, Chilonzor район, Шарк",31500
69.2773236,41.3197131,82.0,4,1,4,Yunusobod,"город Ташкент, Yunusobod район, ц-4 Кашгар (Ц-4) ",85000
69.2312263,41.3162377,75.0,2,4,7,Shayhontohur,"город Ташкент, Shayhontohur район, Самарканд Дарвоза",47000
69.275364,41.295316,104.0,4,8,9,Mirobod,"город Ташкент, Mirobod район, Госпитальный",94000
69.1670599,41.2797359,50.0,2,4,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",29500
69.2946599,41.2913335,65.0,2,1,2,Mirobod,"город Ташкент, Mirobod район, Кушкуприк",30000
69.3078679,41.3080076,105.0,3,4,8,Yashnobod,"город Ташкент, Yashnobod район, Ташсельмаш",160000
69.3577802,41.2987036,70.0,3,3,4,Yashnobod,"город Ташкент, Yashnobod район, Тузель-1 40лет-1",42000
69.1961168,41.271386,60.0,2,5,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-17",35000
69.1804708,41.259418,50.0,2,3,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар",33500
69.2117625,41.2857552,50.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-6",34500
69.1789807,41.2771751,65.0,2,4,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар-26",38500
69.200587,41.274633,50.0,2,1,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-16",37000
69.1871763,41.290141,40.0,1,1,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-13",25500
69.2117625,41.2857552,32.0,1,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-6",27000
69.3234929,41.31512,65.0,2,5,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Паркентская (Генерала Петрова) ",38800
69.3234929,41.31512,180.0,4,3,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Паркентская (Генерала Петрова) ",110000
69.3341149,41.3108224,90.0,3,5,9,Yashnobod,"город Ташкент, Yashnobod район, Паркентская (Генерала Петрова,) ",55000
69.2773236,41.3653679,69.0,2,5,7,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 4-й квартал",52000
69.1879213,41.281265,72.0,3,7,9,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 12-й квартал",39000
69.2937133,41.2758912,81.0,3,3,5,Mirobod,"город Ташкент, Mirobod район, 1-й проезд Сайхун",41500
69.2058023,41.2894422,30.0,1,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 8квартал",29300
69.223683,41.2855934,30.0,1,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 3-й квартал",25900
69.1767738,41.3054153,59.0,2,4,9,Uchtepa,"город Ташкент, Uchtepa район, 1-й проезд Замахшари",32000
69.223683,41.2807837,65.0,3,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",43500
69.1804708,41.259418,72.0,3,5,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар квартал Е",57000
69.2773236,41.3197131,55.0,2,2,4,Yunusobod,"город Ташкент, Yunusobod район, Кашгар",55000
69.2803036,41.3298867,75.0,3,4,9,Yunusobod,"город Ташкент, Yunusobod район, Ц6",80000
69.2616233,41.2789896,65.0,2,1,4,Yakkasaroy,"город Ташкент, Yakkasaroy район, Абдуллы Каххара",40000
69.2769129,41.2910722,100.0,4,15,16,Mirobod,"город Ташкент, Mirobod район, Нукус",130000
69.2843545,41.329933,45.0,2,1,5,Yunusobod,"город Ташкент, Yunusobod район, Хушнаво",40000
69.2475235,41.3333453,96.0,3,4,8,Shayhontohur,"город Ташкент, Shayhontohur район, Себзар",110000
69.2937133,41.2758912,72.0,3,1,2,Mirobod,"город Ташкент, Mirobod район, Банокатий",40000
69.3898602,41.3379184,65.0,2,4,7,Yakkasaroy,"город Ташкент, Yakkasaroy район, ул.Мукимий",88000
69.2769129,41.2910722,200.0,4,5,8,Mirobod,"город Ташкент, Mirobod район, Нукуская",265000
69.3875774,41.3475495,102.0,4,2,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Ахмада Югнаки",55000
69.2599528,41.2712978,70.0,3,11,13,Yakkasaroy,"город Ташкент, Yakkasaroy район, Бабура 85",45000
69.3875774,41.3475495,38.0,1,3,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Ахмада Югнаки",22500
69.2646587,41.3683947,72.0,3,3,4,Yunusobod,"город Ташкент, Yunusobod район, Юнус-абад 6 кв л",42000
69.3875774,41.3475495,92.0,4,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Ахмада Югнаки",41500
69.2158903,41.1953929,52.0,2,1,7,Sergeli,"город Ташкент, Sergeli район, 1-й проезд Дустлик",34900
69.275364,41.295316,100.0,4,6,9,Mirobod,"город Ташкент, Mirobod район, Госпитальный",70000
69.3235746,41.3133669,84.0,3,8,12,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Паркент",56000
69.2892434,41.3700057,65.0,2,2,4,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 11-й квартал",38500
69.2785087,41.2991561,100.0,4,2,4,Mirobod,"город Ташкент, Mirobod район, Тараса Шевченко",78000
69.3108478,41.2508242,55.0,2,3,3,Mirobod,"город Ташкент, Mirobod район, Куйлюк-3",26900
69.2281531,41.210633,76.0,3,5,5,Sergeli,"город Ташкент, Sergeli район, 1-й проезд 3-й улицы Обод",33000
69.275878,41.296644,165.0,4,2,4,Mirobod,"город Ташкент, Mirobod район, Фидокор (Чехова) ",210000
69.2769129,41.2910722,135.0,4,2,4,Mirobod,"город Ташкент, Mirobod район, Нукус",165000
69.2769129,41.2910722,147.0,4,3,12,Mirobod,"город Ташкент, Mirobod район, Нукус",132000
69.1692951,41.2879715,70.0,3,2,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 22-й квартал",43500
69.2473656,41.2773019,150.0,4,2,7,Yakkasaroy,"город Ташкент, Yakkasaroy район, Мухандислар",200000
69.2415634,41.2673079,58.0,2,4,5,Yakkasaroy,"город Ташкент, Yakkasaroy район, Кушбеги",45000
69.2512486,41.2697288,96.0,4,5,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, Башлык",66000
69.21519,41.322304,72.0,3,2,5,Shayhontohur,"город Ташкент, Shayhontohur район, 1-й проезд Кукча Дарвоза",48000
69.2347072,41.3305443,107.0,3,3,7,Olmzor,"город Ташкент, Olmzor район, 30-й тупик Сагбан",98000
69.275364,41.295316,115.0,5,7,9,Mirobod,"город Ташкент, Mirobod район, ГОСПИТАЛЬНЫЙ",105000
69.284744,41.337706,63.0,2,5,9,Yunusobod,"город Ташкент, Yunusobod район, 1-й проезд Бадамзор",45000
69.2278644,41.2062435,135.0,4,1,3,Sergeli,"город Ташкент, Sergeli район, 1-й проезд Сергели",70500
69.2232173,41.2930954,72.0,3,4,12,Chilonzor,"город Ташкент, Chilonzor район, Бунедкор 15",60000
69.1760005,41.2814223,72.0,3,9,9,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",40000
69.3396252,41.3212008,79.0,3,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Подшобог",45000
69.2638823,41.3051824,100.0,4,3,4,Mirobod,"город Ташкент, Mirobod район, Афросиаб (пр-т Косманавтов) ",125000
69.2937133,41.2758912,115.0,4,9,9,Mirobod,"город Ташкент, Mirobod район, Фаровон",75000
69.1926482,41.3595375,200.0,6,3,4,Olmzor,"город Ташкент, Olmzor район, Камарнисо",65000
69.2996732,41.3587493,76.87,3,2,4,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 2-й квартал",80000
69.3235746,41.3133669,108.0,3,4,7,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Паркент",105000
69.3228615,41.3146381,90.0,3,5,9,Yashnobod,"город Ташкент, Yashnobod район, Паркент",90000
69.293391,41.314662,140.0,4,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",110000
69.3456065,41.2984421,56.0,2,7,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, 1-й Паркентский проезд",39000
69.223683,41.2807837,42.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",31500
69.2288981,41.2847707,57.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 1-й квартал",46900
69.3235123,41.286283,54.0,2,4,4,Yashnobod,"город Ташкент, Yashnobod район, Шумиловский городок",31500
69.162198,41.260048,75.0,3,5,9,Chilonzor,"город Ташкент, Chilonzor район, Аль-Хорезми-2",51000
69.275878,41.296644,65.0,2,9,9,Mirobod,"город Ташкент, Mirobod район, Фидокор (Чехова) ",45000
69.2102725,41.3275402,98.0,4,1,5,Shayhontohur,"город Ташкент, Shayhontohur район, Коратош",92000
69.3673417,41.3604641,58.0,2,3,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Феруза-2 Военный городок",34000
69.2489174,41.2788969,70.0,3,4,4,Yakkasaroy,"город Ташкент, Yakkasaroy район, 1-й проезд Мукими",70500
69.326185,41.324026,56.0,3,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Мухаммада Юсуфа (Дагестанская) ",50000
69.2757032,41.2908449,100.0,3,1,9,Mirobod,"город Ташкент, Mirobod район, Ташкент, Мирабад рынок",142000
69.2937133,41.2758912,170.0,4,3,9,Mirobod,"город Ташкент, Mirobod район, Ташкент, Мирабад",170000
69.3046892,41.3200105,75.0,3,3,14,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Мирзакалон Исмоилий",67000
69.223683,41.2807837,30.0,1,1,3,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",25000
69.2865609,41.3454697,62.0,2,3,4,Yunusobod,"город Ташкент, Yunusobod район, проспект Амира Темура",57500
69.2400734,41.2994958,97.0,5,4,5,Shayhontohur,"город Ташкент, Shayhontohur район, Тошкуча",58000
69.3246635,41.319567,60.0,2,2,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буз-2 (Буз) ",49000
69.2773236,41.3197131,82.0,4,1,4,Yunusobod,"город Ташкент, Yunusobod район, ц-4 Кашгар (Ц-4) ",85000
69.3415733,41.2785565,47.0,2,4,5,Yashnobod,"город Ташкент, Yashnobod район, 1-й проезд Иззат",26000
69.1760005,41.2814223,80.0,4,1,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",52000
69.1670599,41.2797359,58.0,3,5,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",35000
69.2904293,41.3143203,70.0,3,2,4,Yashnobod,"город Ташкент, Yashnobod район, Авиасозлар/ ул. Мухтар Ашрафи",48000
69.2870704,41.3090182,62.0,3,6,7,Yashnobod,"город Ташкент, Yashnobod район, Махтумкули",60000
69.324458,41.3317732,46.0,2,5,10,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Сайрам",23000
69.324458,41.3317732,38.0,1,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Сайрам",19000
69.324458,41.3317732,45.0,2,5,10,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Сайрам",22500
69.324458,41.3317732,69.0,2,5,10,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Сайрам",34500
69.324458,41.3317732,43.0,2,3,10,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Сайрам",21500
69.3531692,41.2694532,87.0,3,3,6,Yashnobod,"город Ташкент, Yashnobod район, Чилонота",34800
69.2284681,41.287044,80.0,3,1,4,Yashnobod,"город Ташкент, Yashnobod район, Ахангаран Йули",85000
69.2232092,41.3239567,45.0,2,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Элобод",39000
69.3437258,41.2535107,50.0,2,5,5,Yashnobod,"город Ташкент, Yashnobod район, Оханграбо",23500
69.3875774,41.3475495,62.0,2,2,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Ахмада Югнаки",33500
69.2773236,41.3197131,82.0,4,1,4,Yunusobod,"город Ташкент, Yunusobod район, ц-4 Кашгар (Ц-4) ",85000
69.3689542,41.3326551,92.0,4,3,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 3-й квартал",63000
69.3286094,41.3332552,50.0,2,4,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, проезд Каландар",31000
69.2672056,41.2829754,103.0,3,1,9,Yakkasaroy,"город Ташкент, Yakkasaroy район, КИЧИК БЕШАГАЧ ( Ляби хауз)",105000
69.1789807,41.2771751,70.0,3,5,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 26-й квартал",40000
69.1789807,41.2771751,70.0,3,4,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 26-й квартал",46000
69.2730715,41.2983828,75.0,3,7,9,Mirobod,"город Ташкент, Mirobod район, Ойбек",90000
69.2639594,41.3068019,42.0,2,2,2,Yakkasaroy,"город Ташкент, Yakkasaroy район, Улица Самаркандский",43000
69.1760005,41.2814223,70.0,3,5,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",44000
69.1961168,41.271386,60.0,3,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",52500
69.3139155,41.2671043,70.06,4,4,4,Yashnobod,"город Ташкент, Yashnobod район, Фергана Йули",50000
69.1760005,41.2814223,44.0,2,1,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар-24",29500
69.1909015,41.2770171,63.0,3,1,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",69000
69.1804708,41.259418,72.0,3,5,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар квартал И",53000
69.1789807,41.2867929,72.0,3,5,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",45000
69.2072923,41.262065,62.0,3,3,4,Chilonzor,"город Ташкент, Chilonzor район, Домбрабад",38000
69.1760005,41.2814223,48.0,2,5,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",27000
69.1804708,41.259418,42.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-20",31000
69.1737654,41.2924208,70.0,3,1,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 21-й квартал",54000
69.223683,41.2807837,48.0,2,2,3,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",34000
